9;UITMSAT-2;904.623919;4183.801250;5226.870257;-6.310467;2.506883;3.553457
5;SZ-21 MODULE;2883.577272;-4125.744538;-4443.880527;8.020730;6.895084;6.081281
5;SZ-21 MODULE;2887.976913;-4117.499968;-4409.242676;7.996854;4.712250;2.682139
2;POISK;6521.577895;-600.299955;-1959.043436;3.555136;8.876119;9.572046
3;ISS (NAUKA);6491.101504;-624.535386;-1957.064801;3.465863;5.418075;6.225842
6;SOYUZ-MS 28;6500.880993;-637.320046;-1930.046886;3.501832;6.153673;5.842614
16;DRAGON CRS-34;6492.184008;-634.066869;-1960.059821;2.252247;5.014172;5.696281
10;LEOPARD;-6750.648767;-219.449089;196.748601;0.638255;-0.307308;-0.695972
8;ISS OBJECT XY;-3005.643177;4219.757622;4300.479331;-6.449468;2.381414;-2.341409
5;SZ-21 MODULE;2877.893538;-4106.689791;-4407.073535;8.960357;6.868297;3.452432
7;DUPLEX;-3621.777510;3593.159545;4437.895362;-2.801316;0.105645;-0.838100
5;SZ-21 MODULE;2910.141881;-4133.352422;-4432.591300;7.962376;7.381961;1.851427
1;ISS (ZARYA);6482.524347;-603.971339;-1929.414154;4.029745;8.406782;9.029368
2;POISK;6527.021703;-630.148781;-1914.971544;4.030189;9.709822;6.758910
1;ISS (ZARYA);6491.323524;-643.404396;-1955.802967;4.705438;5.885062;7.619309
3;ISS (NAUKA);6484.822701;-636.192852;-1952.208277;2.472288;5.227300;6.012857
5;SZ-21 MODULE;2893.883376;-4123.435462;-4431.129186;6.411549;6.462038;4.979053
6;SOYUZ-MS 28;6489.012511;-644.242175;-1939.105596;3.944193;4.896434;6.257301
4;HRC MONOBLOCK CAMERA;-6650.428954;1006.359983;-260.467560;0.433905;0.053959;-2.618449
4;HRC MONOBLOCK CAMERA;-6621.637689;1038.444563;-253.381691;1.697555;-1.781774;-0.447697
5;SZ-21 MODULE;2898.900761;-4126.103602;-4410.665527;6.443145;5.575452;0.888145
13;PROGRESS-MS 33;6481.756987;-646.042295;-1961.990793;4.474715;5.765074;7.382356
1;ISS (ZARYA);6511.720939;-632.549057;-1959.117959;5.706890;7.708673;8.754927
12;CREW DRAGON 12;6526.938416;-614.947215;-1927.228130;2.921439;7.074279;7.440337
4;HRC MONOBLOCK CAMERA;-6629.187329;1035.215238;-247.745774;3.431459;0.282698;-2.041296
7;DUPLEX;-3609.668560;3583.647712;4426.967851;-3.179259;2.624034;0.383975
4;HRC MONOBLOCK CAMERA;-6650.003742;1020.804707;-239.541884;5.253992;-4.069841;-1.298181
1;ISS (ZARYA);6484.274795;-632.223784;-1939.307889;5.548874;7.526775;6.102630
6;SOYUZ-MS 28;6502.040708;-630.574274;-1956.736108;3.591142;5.792576;5.747994
5;SZ-21 MODULE;2871.982960;-4138.352343;-4445.296757;8.109747;5.393374;1.594456
7;DUPLEX;-3629.496296;3586.851345;4429.563275;-6.343819;-1.785606;-1.425755
4;HRC MONOBLOCK CAMERA;-6636.996127;1022.689023;-240.352432;1.083917;-4.410711;-1.073116
10;LEOPARD;-6753.423880;-227.583753;185.465569;-0.002937;-4.763930;-6.004985
2;POISK;6495.487511;-636.108462;-1961.279537;2.863700;5.339172;5.713631
8;ISS OBJECT XY;-3009.515508;4185.040622;4283.822113;-2.346187;0.114530;0.215231
9;UITMSAT-2;928.897098;4215.358116;5243.750777;-6.772672;1.210869;1.321941
12;CREW DRAGON 12;6499.668290;-640.043824;-1927.737329;4.999979;6.738124;8.159887
