1;ISS (ZARYA);6546.646927;-632.741144;-1957.574102;4.320372;4.834896;7.434742
6;SOYUZ-MS 28;6506.888033;-620.868354;-1952.429276;2.299261;4.878157;5.658742
9;UITMSAT-2;935.728764;4228.031016;5239.186960;-1.715041;4.677151;1.159046
2;POISK;6484.152718;-639.790805;-1950.171284;4.502630;5.228532;8.373171
12;CREW DRAGON 12;6519.519462;-646.022784;-1950.607212;2.712006;6.324487;7.425870
11;HMU-SAT2;-5742.407614;-2329.758442;-2623.342481;9.575957;0.208292;-2.947773
4;HRC MONOBLOCK CAMERA;-6637.398690;1015.129848;-228.845269;3.579832;-0.387213;-2.762116
8;ISS OBJECT XY;-3008.684340;4182.820509;4260.325866;-6.204620;-1.100737;-3.205384
6;SOYUZ-MS 28;6499.080192;-590.725886;-1934.167954;3.275222;5.643296;7.148628
14;CYGNUS NG-24;6540.310516;-631.369864;-1952.251692;4.063096;5.398863;6.678369
5;SZ-21 MODULE;2905.441473;-4117.851541;-4417.712108;6.398265;4.295509;0.135985
4;HRC MONOBLOCK CAMERA;-6638.950986;1019.563995;-227.915039;1.455045;-2.926504;-4.331285
14;CYGNUS NG-24;6491.847983;-625.815936;-1900.255051;3.717945;4.811844;8.115051
8;ISS OBJECT XY;-2968.931546;4182.344356;4256.536439;-4.789303;0.461013;-3.312627
6;SOYUZ-MS 28;6506.175491;-621.370042;-1935.166161;2.388022;4.841680;5.784980
6;SOYUZ-MS 28;6482.075970;-645.876727;-1961.865769;2.966692;7.042989;5.852611
3;ISS (NAUKA);6490.779389;-638.439636;-1953.232295;7.173607;9.483240;5.717073
1;ISS (ZARYA);6488.137846;-622.059951;-1935.498671;7.617955;6.356121;10.638310
4;HRC MONOBLOCK CAMERA;-6629.578720;1037.544688;-250.585330;3.194807;-1.327876;-2.827652
13;PROGRESS-MS 33;6491.354559;-637.745789;-1959.739669;3.628557;7.353427;8.719318
6;SOYUZ-MS 28;6509.980028;-642.175709;-1933.590780;5.803753;8.356195;7.388256
4;HRC MONOBLOCK CAMERA;-6649.812874;1006.125417;-259.677930;4.119735;-2.391419;-1.636895
5;SZ-21 MODULE;2883.469033;-4107.793846;-4430.828193;9.453858;7.654372;1.115492
9;UITMSAT-2;934.540820;4206.587158;5234.252773;-2.770230;2.740392;1.914172
8;ISS OBJECT XY;-2990.566078;4178.514133;4275.048987;-6.642818;-1.227868;-0.233126
4;HRC MONOBLOCK CAMERA;-6618.801606;1033.157953;-259.709319;3.157594;-2.895967;-2.316978
12;CREW DRAGON 12;6485.940008;-618.724600;-1923.799337;4.319696;7.357795;8.347806
2;POISK;6488.011395;-641.208934;-1956.781526;2.177691;5.484198;6.142203
5;SZ-21 MODULE;2905.441473;-4117.851541;-4417.712108;6.398265;4.295509;0.135985
5;SZ-21 MODULE;2868.658299;-4112.834008;-4392.462631;7.292724;4.561174;0.174797
7;DUPLEX;-3620.503163;3594.771334;4441.556588;-4.664425;0.149062;-2.100182
5;SZ-21 MODULE;2884.435064;-4129.875188;-4441.367190;8.183340;5.016783;0.966028
7;DUPLEX;-3597.568434;3583.401515;4455.621620;-4.744011;-1.128833;-2.698493
8;ISS OBJECT XY;-2976.066493;4196.394527;4288.751677;-5.907419;2.311587;1.159797
9;UITMSAT-2;923.167526;4197.444950;5229.931270;-7.311796;0.573149;1.176343
16;DRAGON CRS-34;6515.535376;-618.151655;-1921.409060;5.416322;7.795354;6.855126
1;ISS (ZARYA);6527.332833;-609.861169;-1943.007239;4.896424;5.618879;5.669893
5;SZ-21 MODULE;2891.855676;-4105.421609;-4436.054301;8.232756;9.458510;2.853485
2;POISK;6521.577895;-600.299955;-1959.043436;3.555136;8.876119;9.572046
14;CYGNUS NG-24;6498.852479;-642.474357;-1946.115881;4.039823;6.713906;9.969697
5;SZ-21 MODULE;2907.195557;-4111.801877;-4418.124409;9.997459;7.895025;4.359954
3;ISS (NAUKA);6482.984202;-644.984267;-1920.380150;2.519846;5.583766;6.801991
4;HRC MONOBLOCK CAMERA;-6591.874259;1019.495612;-237.532730;1.124658;-4.041781;-5.194697
11;HMU-SAT2;-5751.631253;-2321.909726;-2639.638067;5.924682;-0.832577;-4.543893
6;SOYUZ-MS 28;6483.182581;-634.961410;-1955.289602;3.041875;6.636544;6.572619
6;SOYUZ-MS 28;6511.757267;-630.156984;-1945.286330;5.639318;7.534689;6.357828
10;LEOPARD;-6725.904439;-175.978039;191.417412;1.942076;-2.540145;-2.461866
6;SOYUZ-MS 28;6498.798635;-641.712542;-1959.330078;2.830221;5.922362;7.096468
14;CYGNUS NG-24;6506.589882;-629.080039;-1940.132817;3.389616;7.172777;7.603758
2;POISK;6485.685965;-619.060425;-1930.625004;5.573354;7.641723;10.944257
5;SZ-21 MODULE;2873.796803;-4139.852189;-4444.595395;6.504209;4.390585;0.855117
5;SZ-21 MODULE;2884.435064;-4129.875188;-4441.367190;8.183340;5.016783;0.966028
7;DUPLEX;-3614.877550;3592.914730;4436.639813;-4.929320;-1.045157;-2.482882
5;SZ-21 MODULE;2892.453150;-4089.311526;-4418.991958;6.494103;5.119823;2.062762
4;HRC MONOBLOCK CAMERA;-6637.398690;1015.129848;-228.845269;3.579832;-0.387213;-2.762116
3;ISS (NAUKA);6530.435829;-643.209891;-1958.560876;2.742784;8.060805;9.783595
8;ISS OBJECT XY;-2998.907644;4213.482114;4260.512726;-0.722771;0.249076;-0.508335
5;SZ-21 MODULE;2906.960481;-4119.987955;-4443.618428;6.740259;8.565979;3.545219
4;HRC MONOBLOCK CAMERA;-6622.315855;1065.796744;-255.024459;0.489015;-2.956566;-2.947186
7;DUPLEX;-3623.982688;3591.189179;4431.364048;-5.111070;-1.897776;-2.507104
14;CYGNUS NG-24;6506.589882;-629.080039;-1940.132817;3.389616;7.172777;7.603758
2;POISK;6486.666738;-645.244389;-1954.156570;4.130811;5.055360;5.838368
3;ISS (NAUKA);6516.068617;-633.785859;-1909.388787;4.694375;8.416306;6.316471
2;POISK;6485.196648;-642.773469;-1959.599879;2.267145;4.810394;5.740406
9;UITMSAT-2;900.598361;4192.885240;5229.087286;-2.905445;0.865419;5.267857
3;ISS (NAUKA);6530.435829;-643.209891;-1958.560876;2.742784;8.060805;9.783595
11;HMU-SAT2;-5751.564398;-2327.000143;-2582.855888;7.719343;0.090301;-4.938560
6;SOYUZ-MS 28;6484.318632;-644.558591;-1956.489783;2.773049;6.010172;7.019208
7;DUPLEX;-3630.138454;3611.552480;4462.922087;-4.544482;-2.253514;0.317311
7;DUPLEX;-3630.138454;3611.552480;4462.922087;-4.544482;-2.253514;0.317311
3;ISS (NAUKA);6530.435829;-643.209891;-1958.560876;2.742784;8.060805;9.783595
1;ISS (ZARYA);6527.425361;-628.619251;-1955.418142;2.763423;4.978535;6.062858
7;DUPLEX;-3623.682723;3605.305884;4459.436377;-4.408252;-2.318786;-2.248638
2;POISK;6520.854288;-638.346602;-1938.536497;2.403275;5.274396;7.162329
7;DUPLEX;-3605.071098;3607.053353;4433.855005;-5.743917;-0.170376;-2.829344
8;ISS OBJECT XY;-3017.349519;4178.334510;4252.740049;-3.607619;4.191459;-1.127700
5;SZ-21 MODULE;2869.857219;-4140.120362;-4444.733728;9.125417;4.448766;2.130247
11;HMU-SAT2;-5741.890973;-2331.290832;-2638.265821;4.060422;-3.751781;-5.105937
12;CREW DRAGON 12;6486.065729;-625.162493;-1935.704189;2.167040;5.805185;6.435389
5;SZ-21 MODULE;2871.076190;-4131.917415;-4390.477680;8.113588;5.575876;2.279291
5;SZ-21 MODULE;2909.110182;-4131.874918;-4416.807763;9.049310;5.666153;4.430231
5;SZ-21 MODULE;2871.478187;-4138.383957;-4433.239912;8.392892;6.253981;2.384734
3;ISS (NAUKA);6507.578693;-609.172789;-1950.660432;4.735779;8.470260;7.321930
12;CREW DRAGON 12;6492.813653;-644.537471;-1938.727522;2.160658;4.867186;5.596213
