3;ISS (NAUKA);6505.992963;-630.457338;-1913.750793;3.002805;5.637717;10.643348
1;ISS (ZARYA);6502.612378;-613.842262;-1915.313445;4.725898;10.337426;6.514295
5;SZ-21 MODULE;2879.909657;-4134.375571;-4446.190746;7.019025;5.550817;1.667959
12;CREW DRAGON 12;6511.135566;-642.526721;-1924.241466;2.941148;6.794283;7.219364
1;ISS (ZARYA);6511.736059;-617.106887;-1935.023870;5.375858;5.266635;7.572864
6;SOYUZ-MS 28;6525.344714;-616.331556;-1942.352732;2.307455;4.865175;5.685148
14;CYGNUS NG-24;6492.541098;-631.355808;-1950.696748;7.007233;7.182265;10.574875
3;ISS (NAUKA);6504.307750;-641.508918;-1958.164330;3.827668;8.729437;7.458472
7;DUPLEX;-3617.097253;3603.663249;4447.149445;-6.436102;-2.457342;-3.299360
11;HMU-SAT2;-5741.982326;-2318.814857;-2636.810675;5.839983;-1.064806;-2.055418
6;SOYUZ-MS 28;6489.662951;-638.467939;-1953.135640;6.090909;7.819944;5.596700
16;DRAGON CRS-34;6484.429749;-643.174818;-1959.029987;4.015967;7.011794;7.999206
9;UITMSAT-2;937.843178;4199.482817;5246.653398;-7.258969;1.216302;1.682854
4;HRC MONOBLOCK CAMERA;-6635.389641;1042.228437;-241.021102;1.825765;-2.099853;-0.480757
1;ISS (ZARYA);6511.720939;-632.549057;-1959.117959;5.706890;7.708673;8.754927
15;PROGRESS-MS 34;6482.110188;-645.513818;-1961.844526;2.180626;5.653337;7.836444
3;ISS (NAUKA);6507.183406;-620.054962;-1944.493548;5.103934;5.362574;6.846557
3;ISS (NAUKA);6483.939365;-629.388733;-1949.442932;3.882248;8.578459;6.962890
13;PROGRESS-MS 33;6502.081684;-645.882442;-1933.345451;3.548693;7.199821;6.683792
9;UITMSAT-2;925.892254;4189.192834;5239.219929;-7.427040;0.873179;1.260914
7;DUPLEX;-3624.312662;3603.183449;4450.576433;-2.733403;-1.226129;-1.978100
6;SOYUZ-MS 28;6487.907454;-644.505357;-1952.379600;6.783282;9.480772;6.374582
2;POISK;6501.542514;-624.459107;-1946.798430;3.751468;7.314659;9.424453
2;POISK;6527.021703;-630.148781;-1914.971544;4.030189;9.709822;6.758910
13;PROGRESS-MS 33;6522.498206;-620.340858;-1940.540647;3.052400;5.490230;8.931638
11;HMU-SAT2;-5766.716541;-2317.086149;-2617.272534;4.031649;-3.728260;-5.053233
3;ISS (NAUKA);6509.759117;-624.737638;-1940.009095;2.382097;5.161048;5.733344
3;ISS (NAUKA);6484.434182;-645.000692;-1958.071256;2.383258;7.150943;7.658961
6;SOYUZ-MS 28;6493.992065;-636.679446;-1946.313389;8.459112;7.232555;5.796798
4;HRC MONOBLOCK CAMERA;-6598.946492;1016.083483;-219.788757;0.542513;-4.351056;-1.289203
13;PROGRESS-MS 33;6485.219430;-642.418694;-1960.887414;3.386583;4.889502;6.676710
