8;ISS OBJECT XY;-3009.418173;4181.117547;4252.598912;-5.430428;-0.662529;-2.923879
9;UITMSAT-2;908.751766;4209.850058;5260.021899;-7.298577;0.553744;1.188355
6;SOYUZ-MS 28;6526.755517;-628.346668;-1943.515334;2.187799;4.924026;5.718701
3;ISS (NAUKA);6486.693945;-645.256971;-1943.402114;5.169362;9.073282;9.315549
2;POISK;6493.395885;-642.174267;-1943.820754;4.384950;6.628673;6.095048
7;DUPLEX;-3625.738086;3622.536402;4448.379978;-2.954846;-0.386474;-1.007020
4;HRC MONOBLOCK CAMERA;-6607.292531;1052.062608;-249.603172;-0.422251;-4.688006;-5.946103
4;HRC MONOBLOCK CAMERA;-6629.191466;1024.233501;-237.509716;0.168440;0.938682;-1.111714
9;UITMSAT-2;915.898388;4217.385055;5241.471968;-7.468290;1.677087;1.565246
3;ISS (NAUKA);6482.984202;-644.984267;-1920.380150;2.519846;5.583766;6.801991
5;SZ-21 MODULE;2904.327009;-4107.716596;-4417.174021;13.840522;5.956633;0.616640
12;CREW DRAGON 12;6484.926483;-637.091196;-1958.833055;2.797632;5.502047;6.578184
3;ISS (NAUKA);6511.910912;-630.684264;-1928.574302;2.378797;4.926955;5.719284
5;SZ-21 MODULE;2893.883376;-4123.435462;-4431.129186;6.411549;6.462038;4.979053
11;HMU-SAT2;-5751.841035;-2301.764492;-2623.058976;8.588674;-0.016635;-1.307653
1;ISS (ZARYA);6491.121867;-645.106944;-1948.451185;3.761817;5.642722;5.733150
3;ISS (NAUKA);6514.174485;-639.843724;-1945.593022;6.674449;8.748904;6.439026
6;SOYUZ-MS 28;6489.897653;-634.133197;-1949.651733;2.475819;7.060587;10.399699
6;SOYUZ-MS 28;6502.902536;-620.153722;-1905.510554;4.749922;6.741668;7.572467
4;HRC MONOBLOCK CAMERA;-6636.996127;1022.689023;-240.352432;1.083917;-4.410711;-1.073116
2;POISK;6510.097871;-593.623485;-1950.860285;5.287788;4.955945;9.323464
1;ISS (ZARYA);6497.471869;-641.719644;-1947.447917;4.900907;7.396286;6.096496
9;UITMSAT-2;912.040362;4183.920402;5260.894610;-7.371063;0.844259;1.125050
14;CYGNUS NG-24;6508.938981;-613.222089;-1921.126235;2.212959;4.980046;7.152390
9;UITMSAT-2;918.965468;4205.356010;5259.398052;-6.362677;1.436281;5.825871
2;POISK;6483.587686;-639.528341;-1961.351850;5.515443;8.834245;9.009940
3;ISS (NAUKA);6507.578693;-609.172789;-1950.660432;4.735779;8.470260;7.321930
4;HRC MONOBLOCK CAMERA;-6629.114426;1027.005038;-258.444735;0.955842;-3.920933;-4.935041
4;HRC MONOBLOCK CAMERA;-6629.114426;1027.005038;-258.444735;0.955842;-3.920933;-4.935041
5;SZ-21 MODULE;2902.274086;-4135.236767;-4417.355676;6.807900;4.509902;0.275899
1;ISS (ZARYA);6521.663063;-623.374932;-1939.500157;2.755068;7.290739;8.246901
4;HRC MONOBLOCK CAMERA;-6647.911060;1028.929692;-243.291496;2.303968;-3.857978;-1.933906
8;ISS OBJECT XY;-3007.358807;4214.220904;4279.004934;-0.341195;-1.151882;-2.222702
3;ISS (NAUKA);6485.290017;-644.743996;-1960.601243;2.859154;5.319045;6.473987
6;SOYUZ-MS 28;6515.776338;-614.271265;-1939.267855;3.435120;5.278703;7.998785
3;ISS (NAUKA);6504.938697;-586.987899;-1959.988867;2.854045;5.721166;6.339679
3;ISS (NAUKA);6503.795970;-602.988513;-1933.848324;3.134239;5.601554;6.146713
4;HRC MONOBLOCK CAMERA;-6645.925614;1012.898341;-252.212386;4.130224;-1.866334;-3.668333
8;ISS OBJECT XY;-3008.684340;4182.820509;4260.325866;-6.204620;-1.100737;-3.205384
4;HRC MONOBLOCK CAMERA;-6628.255061;1030.027802;-248.110142;-0.471869;-4.675232;-5.931318
2;POISK;6489.069919;-636.339831;-1947.013385;6.766388;6.226846;6.467667
7;DUPLEX;-3613.048960;3601.448610;4435.011931;-1.265523;-1.624965;-1.467581
13;PROGRESS-MS 33;6512.049489;-619.481718;-1956.427748;2.988144;5.153336;6.474269
1;ISS (ZARYA);6502.612378;-613.842262;-1915.313445;4.725898;10.337426;6.514295
5;SZ-21 MODULE;2897.850062;-4134.073672;-4415.425651;10.751139;8.365684;0.861277
3;ISS (NAUKA);6507.578693;-609.172789;-1950.660432;4.735779;8.470260;7.321930
6;SOYUZ-MS 28;6515.580950;-619.578345;-1935.609761;4.068213;5.516105;7.360594
